Patient,Method,Score_Type,Iteration,Value
S23,MFA,Silhouette_Score_PhonChance,38,0.110974014
S23,MFA,Silhouette_Score_PhonChance,39,0.07418256
S23,MFA,Silhouette_Score_PhonChance,40,0.08195437
S23,MFA,Silhouette_Score_PhonChance,41,0.061035287
S23,MFA,Silhouette_Score_PhonChance,42,0.05153363
S23,MFA,Silhouette_Score_PhonChance,43,0.113161534
S23,MFA,Silhouette_Score_PhonChance,44,0.116262354
S23,MFA,Silhouette_Score_PhonChance,45,0.06769571
S23,MFA,Silhouette_Score_PhonChance,46,0.08509896
S23,MFA,Silhouette_Score_PhonChance,47,0.061327342
S23,MFA,Silhouette_Score_PhonChance,48,0.079719216
S23,MFA,Silhouette_Score_PhonChance,49,0.058108285
S23,MFA,Silhouette_Score_PhonChance,50,0.065339014
S23,MFA,Silhoutte_Score_Phon,1,0.05391458
S23,MFA,Silhoutte_Score_Phon,2,0.07102878
S23,MFA,Silhoutte_Score_Phon,3,0.087511726
S23,MFA,Silhoutte_Score_Phon,4,0.113162905
S23,MFA,Silhoutte_Score_Phon,5,0.063658744
S23,MFA,Silhoutte_Score_Phon,6,0.090054676
S23,MFA,Silhoutte_Score_Phon,7,0.08015454
S23,MFA,Silhoutte_Score_Phon,8,0.07808773
S23,MFA,Silhoutte_Score_Phon,9,0.08816671
S23,MFA,Silhoutte_Score_Phon,10,0.07811949
S23,MFA,Silhoutte_Score_Phon,11,0.0916442
S23,MFA,Silhoutte_Score_Phon,12,0.06524387
S23,MFA,Silhoutte_Score_Phon,13,0.08686997
S23,MFA,Silhoutte_Score_Phon,14,0.103399925
S23,MFA,Silhoutte_Score_Phon,15,0.06564793
S23,MFA,Silhoutte_Score_Phon,16,0.09135864
S23,MFA,Silhoutte_Score_Phon,17,0.08514544
S23,MFA,Silhoutte_Score_Phon,18,0.09928299
S23,MFA,Silhoutte_Score_Phon,19,0.07829981
S23,MFA,Silhoutte_Score_Phon,20,0.08993231
S23,MFA,Silhoutte_Score_Phon,21,0.08240648
S23,MFA,Silhoutte_Score_Phon,22,0.081444606
S23,MFA,Silhoutte_Score_Phon,23,0.06630688
S23,MFA,Silhoutte_Score_Phon,24,0.10844674
S23,MFA,Silhoutte_Score_Phon,25,0.109805286
S23,MFA,Silhoutte_Score_Phon,26,0.07425231
S23,MFA,Silhoutte_Score_Phon,27,0.086342
S23,MFA,Silhoutte_Score_Phon,28,0.065592974
S23,MFA,Silhoutte_Score_Phon,29,0.076594844
S23,MFA,Silhoutte_Score_Phon,30,0.10719736
S23,MFA,Silhoutte_Score_Phon,31,0.07796633
S23,MFA,Silhoutte_Score_Phon,32,0.100574896
S23,MFA,Silhoutte_Score_Phon,33,0.061171412
S23,MFA,Silhoutte_Score_Phon,34,0.0786362
S23,MFA,Silhoutte_Score_Phon,35,0.07732738
S23,MFA,Silhoutte_Score_Phon,36,0.09988681
S23,MFA,Silhoutte_Score_Phon,37,0.106811136
S23,MFA,Silhoutte_Score_Phon,38,0.08358712
S23,MFA,Silhoutte_Score_Phon,39,0.07132203
S23,MFA,Silhoutte_Score_Phon,40,0.10475262
S23,MFA,Silhoutte_Score_Phon,41,0.088686526
S23,MFA,Silhoutte_Score_Phon,42,0.0926343
S23,MFA,Silhoutte_Score_Phon,43,0.070745416
S23,MFA,Silhoutte_Score_Phon,44,0.07152657
S23,MFA,Silhoutte_Score_Phon,45,0.09365584
S23,MFA,Silhoutte_Score_Phon,46,0.09398623
S23,MFA,Silhoutte_Score_Phon,47,0.07510904
S23,MFA,Silhoutte_Score_Phon,48,0.07420334
S23,MFA,Silhoutte_Score_Phon,49,0.07217834
S23,MFA,Silhoutte_Score_Phon,50,0.0948806
S23,MFA,Silhoutte_Score_PhonGrp,1,0.14283474
S23,MFA,Silhoutte_Score_PhonGrp,2,0.18311761
S23,MFA,Silhoutte_Score_PhonGrp,3,0.15093026
S23,MFA,Silhoutte_Score_PhonGrp,4,0.1471002
S23,MFA,Silhoutte_Score_PhonGrp,5,0.17175654
S23,MFA,Silhoutte_Score_PhonGrp,6,0.1429046
S23,MFA,Silhoutte_Score_PhonGrp,7,0.12538128
S23,MFA,Silhoutte_Score_PhonGrp,8,0.14498289
S23,MFA,Silhoutte_Score_PhonGrp,9,0.15389192
S23,MFA,Silhoutte_Score_PhonGrp,10,0.14461187
S23,MFA,Silhoutte_Score_PhonGrp,11,0.12931608
S23,MFA,Silhoutte_Score_PhonGrp,12,0.16594033
S23,MFA,Silhoutte_Score_PhonGrp,13,0.15892181
S23,MFA,Silhoutte_Score_PhonGrp,14,0.11336157
S23,MFA,Silhoutte_Score_PhonGrp,15,0.09807377
S23,MFA,Silhoutte_Score_PhonGrp,16,0.14490867
S23,MFA,Silhoutte_Score_PhonGrp,17,0.12808529
S23,MFA,Silhoutte_Score_PhonGrp,18,0.16562052
S23,MFA,Silhoutte_Score_PhonGrp,19,0.1554176
S23,MFA,Silhoutte_Score_PhonGrp,20,0.14515482
S23,MFA,Silhoutte_Score_PhonGrp,21,0.13959114
S23,MFA,Silhoutte_Score_PhonGrp,22,0.1447444
S23,MFA,Silhoutte_Score_PhonGrp,23,0.1571734
S23,MFA,Silhoutte_Score_PhonGrp,24,0.13782665
S23,MFA,Silhoutte_Score_PhonGrp,25,0.13622248
S23,MFA,Silhoutte_Score_PhonGrp,26,0.14864409
S23,MFA,Silhoutte_Score_PhonGrp,27,0.15326771
S23,MFA,Silhoutte_Score_PhonGrp,28,0.15989777
S23,MFA,Silhoutte_Score_PhonGrp,29,0.15333301
S23,MFA,Silhoutte_Score_PhonGrp,30,0.18017282
S23,MFA,Silhoutte_Score_PhonGrp,31,0.14484897
S23,MFA,Silhoutte_Score_PhonGrp,32,0.12446142
S23,MFA,Silhoutte_Score_PhonGrp,33,0.15253907
S23,MFA,Silhoutte_Score_PhonGrp,34,0.14439023
S23,MFA,Silhoutte_Score_PhonGrp,35,0.14784975
S23,MFA,Silhoutte_Score_PhonGrp,36,0.13300927
S23,MFA,Silhoutte_Score_PhonGrp,37,0.15801314
S23,MFA,Silhoutte_Score_PhonGrp,38,0.14396642
S23,MFA,Silhoutte_Score_PhonGrp,39,0.15250124
S23,MFA,Silhoutte_Score_PhonGrp,40,0.15628542
S23,MFA,Silhoutte_Score_PhonGrp,41,0.1536318
S23,MFA,Silhoutte_Score_PhonGrp,42,0.12017281
S23,MFA,Silhoutte_Score_PhonGrp,43,0.14259434
S23,MFA,Silhoutte_Score_PhonGrp,44,0.14786196
S23,MFA,Silhoutte_Score_PhonGrp,45,0.14544918
S23,MFA,Silhoutte_Score_PhonGrp,46,0.16689274
S23,MFA,Silhoutte_Score_PhonGrp,47,0.13533686
S23,MFA,Silhoutte_Score_PhonGrp,48,0.15606862
S23,MFA,Silhoutte_Score_PhonGrp,49,0.14598852
S23,MFA,Silhoutte_Score_PhonGrp,50,0.14388786
S23,MFA,Silhoutte_Score_PhonType,1,0.1252623
S23,MFA,Silhoutte_Score_PhonType,2,0.14824176
S23,MFA,Silhoutte_Score_PhonType,3,0.157047
S23,MFA,Silhoutte_Score_PhonType,4,0.14425881
S23,MFA,Silhoutte_Score_PhonType,5,0.1478819
S23,MFA,Silhoutte_Score_PhonType,6,0.15165892
S23,MFA,Silhoutte_Score_PhonType,7,0.11485516
S23,MFA,Silhoutte_Score_PhonType,8,0.14834397
S23,MFA,Silhoutte_Score_PhonType,9,0.14489856
S23,MFA,Silhoutte_Score_PhonType,10,0.15136191
S23,MFA,Silhoutte_Score_PhonType,11,0.13641831
S23,MFA,Silhoutte_Score_PhonType,12,0.1539091
S23,MFA,Silhoutte_Score_PhonType,13,0.1620221
S23,MFA,Silhoutte_Score_PhonType,14,0.13175404
S23,MFA,Silhoutte_Score_PhonType,15,0.12023527
S23,MFA,Silhoutte_Score_PhonType,16,0.1426949
S23,MFA,Silhoutte_Score_PhonType,17,0.14562199
S23,MFA,Silhoutte_Score_PhonType,18,0.13774836
S23,MFA,Silhoutte_Score_PhonType,19,0.13734375
S23,MFA,Silhoutte_Score_PhonType,20,0.13554375
S23,MFA,Silhoutte_Score_PhonType,21,0.12430587
S23,MFA,Silhoutte_Score_PhonType,22,0.16491808
S23,MFA,Silhoutte_Score_PhonType,23,0.13779014
S23,MFA,Silhoutte_Score_PhonType,24,0.120048285
S23,MFA,Silhoutte_Score_PhonType,25,0.14644115
S23,MFA,Silhoutte_Score_PhonType,26,0.14422786
S23,MFA,Silhoutte_Score_PhonType,27,0.1353788
S23,MFA,Silhoutte_Score_PhonType,28,0.13867043
S23,MFA,Silhoutte_Score_PhonType,29,0.14770739
S23,MFA,Silhoutte_Score_PhonType,30,0.13901791
S23,MFA,Silhoutte_Score_PhonType,31,0.14445932
S23,MFA,Silhoutte_Score_PhonType,32,0.1415297
S23,MFA,Silhoutte_Score_PhonType,33,0.14576969
S23,MFA,Silhoutte_Score_PhonType,34,0.15112953
S23,MFA,Silhoutte_Score_PhonType,35,0.1462583
S23,MFA,Silhoutte_Score_PhonType,36,0.12946683
S23,MFA,Silhoutte_Score_PhonType,37,0.14915021
S23,MFA,Silhoutte_Score_PhonType,38,0.15469809
S23,MFA,Silhoutte_Score_PhonType,39,0.15439712
S23,MFA,Silhoutte_Score_PhonType,40,0.13645487
S23,MFA,Silhoutte_Score_PhonType,41,0.1460892
S23,MFA,Silhoutte_Score_PhonType,42,0.107446246
S23,MFA,Silhoutte_Score_PhonType,43,0.15062606
S23,MFA,Silhoutte_Score_PhonType,44,0.15570898
S23,MFA,Silhoutte_Score_PhonType,45,0.14060883
S23,MFA,Silhoutte_Score_PhonType,46,0.1381
S23,MFA,Silhoutte_Score_PhonType,47,0.12257496
S23,MFA,Silhoutte_Score_PhonType,48,0.144001
S23,MFA,Silhoutte_Score_PhonType,49,0.1522553
S23,MFA,Silhoutte_Score_PhonType,50,0.12614323
S26,Kumar,Silhouette_Score_PhonChance,1,0.05176782
S26,Kumar,Silhouette_Score_PhonChance,2,0.07632586
S26,Kumar,Silhouette_Score_PhonChance,3,0.11416037
S26,Kumar,Silhouette_Score_PhonChance,4,0.04797969
S26,Kumar,Silhouette_Score_PhonChance,5,0.048500832
S26,Kumar,Silhouette_Score_PhonChance,6,0.030609477
S26,Kumar,Silhouette_Score_PhonChance,7,0.035786323
S26,Kumar,Silhouette_Score_PhonChance,8,0.060433805
S26,Kumar,Silhouette_Score_PhonChance,9,0.013075876
S26,Kumar,Silhouette_Score_PhonChance,10,0.015883157
S26,Kumar,Silhouette_Score_PhonChance,11,0.042719875
S26,Kumar,Silhouette_Score_PhonChance,12,0.1158276
S26,Kumar,Silhouette_Score_PhonChance,13,0.030433409
S26,Kumar,Silhouette_Score_PhonChance,14,0.023584701
S26,Kumar,Silhouette_Score_PhonChance,15,0.06390258
S26,Kumar,Silhouette_Score_PhonChance,16,0.06639705
S26,Kumar,Silhouette_Score_PhonChance,17,0.043387197
S26,Kumar,Silhouette_Score_PhonChance,18,0.038737956
S26,Kumar,Silhouette_Score_PhonChance,19,0.12239646
S26,Kumar,Silhouette_Score_PhonChance,20,0.121832065
S26,Kumar,Silhouette_Score_PhonChance,21,0.06324796
S26,Kumar,Silhouette_Score_PhonChance,22,0.034763426
S26,Kumar,Silhouette_Score_PhonChance,23,0.08871107
S26,Kumar,Silhouette_Score_PhonChance,24,0.09953716
S26,Kumar,Silhouette_Score_PhonChance,25,0.050825037
S26,Kumar,Silhouette_Score_PhonChance,26,0.060694154
S26,Kumar,Silhouette_Score_PhonChance,27,0.030058699
S26,Kumar,Silhouette_Score_PhonChance,28,0.06340237
S26,Kumar,Silhouette_Score_PhonChance,29,0.08742872
S26,Kumar,Silhouette_Score_PhonChance,30,0.088238545
S26,Kumar,Silhouette_Score_PhonChance,31,0.0616541
S26,Kumar,Silhouette_Score_PhonChance,32,0.061386865
S26,Kumar,Silhouette_Score_PhonChance,33,0.037825257
S26,Kumar,Silhouette_Score_PhonChance,34,0.09502037
S26,Kumar,Silhouette_Score_PhonChance,35,0.07646599
S26,Kumar,Silhouette_Score_PhonChance,36,0.083488524
S26,Kumar,Silhouette_Score_PhonChance,37,0.05111013
S26,Kumar,Silhouette_Score_PhonChance,38,0.03749023
S26,Kumar,Silhouette_Score_PhonChance,39,0.062638655
S26,Kumar,Silhouette_Score_PhonChance,40,0.07978423
S26,Kumar,Silhouette_Score_PhonChance,41,0.03369089
S26,Kumar,Silhouette_Score_PhonChance,42,0.034064498
S26,Kumar,Silhouette_Score_PhonChance,43,0.12324678
S26,Kumar,Silhouette_Score_PhonChance,44,0.040398475
S26,Kumar,Silhouette_Score_PhonChance,45,0.0720229
S26,Kumar,Silhouette_Score_PhonChance,46,0.04991602
S26,Kumar,Silhouette_Score_PhonChance,47,0.07445931
S26,Kumar,Silhouette_Score_PhonChance,48,0.20362431
S26,Kumar,Silhouette_Score_PhonChance,49,0.05270737
S26,Kumar,Silhouette_Score_PhonChance,50,0.08272326
S26,Kumar,Silhoutte_Score_Phon,1,0.11307933
S26,Kumar,Silhoutte_Score_Phon,2,0.18560866
S26,Kumar,Silhoutte_Score_Phon,3,0.20024422
S26,Kumar,Silhoutte_Score_Phon,4,0.1697118
S26,Kumar,Silhoutte_Score_Phon,5,0.1691449
S26,Kumar,Silhoutte_Score_Phon,6,0.17781785
S26,Kumar,Silhoutte_Score_Phon,7,0.19233562
S26,Kumar,Silhoutte_Score_Phon,8,0.16341409
S26,Kumar,Silhoutte_Score_Phon,9,0.15494806
S26,Kumar,Silhoutte_Score_Phon,10,0.1876354
S26,Kumar,Silhoutte_Score_Phon,11,0.13496475
S26,Kumar,Silhoutte_Score_Phon,12,0.17248867
S26,Kumar,Silhoutte_Score_Phon,13,0.14911301
S26,Kumar,Silhoutte_Score_Phon,14,0.17397569
S26,Kumar,Silhoutte_Score_Phon,15,0.17136456
S26,Kumar,Silhoutte_Score_Phon,16,0.17125227
S26,Kumar,Silhoutte_Score_Phon,17,0.18864314
S26,Kumar,Silhoutte_Score_Phon,18,0.18728012
S26,Kumar,Silhoutte_Score_Phon,19,0.16985665
S26,Kumar,Silhoutte_Score_Phon,20,0.24929747
S26,Kumar,Silhoutte_Score_Phon,21,0.21170203
S26,Kumar,Silhoutte_Score_Phon,22,0.26639307
S26,Kumar,Silhoutte_Score_Phon,23,0.17226702
S26,Kumar,Silhoutte_Score_Phon,24,0.20478326
S26,Kumar,Silhoutte_Score_Phon,25,0.21313873
S26,Kumar,Silhoutte_Score_Phon,26,0.17231639
S26,Kumar,Silhoutte_Score_Phon,27,0.17844199
S26,Kumar,Silhoutte_Score_Phon,28,0.18907553
S26,Kumar,Silhoutte_Score_Phon,29,0.17428584
S26,Kumar,Silhoutte_Score_Phon,30,0.17137665
S26,Kumar,Silhoutte_Score_Phon,31,0.17886432
S26,Kumar,Silhoutte_Score_Phon,32,0.18094343
S26,Kumar,Silhoutte_Score_Phon,33,0.16115133
S26,Kumar,Silhoutte_Score_Phon,34,0.16663252
S26,Kumar,Silhoutte_Score_Phon,35,0.18906915
S26,Kumar,Silhoutte_Score_Phon,36,0.21430278
S26,Kumar,Silhoutte_Score_Phon,37,0.17839749
S26,Kumar,Silhoutte_Score_Phon,38,0.21367484
S26,Kumar,Silhoutte_Score_Phon,39,0.17387252
S26,Kumar,Silhoutte_Score_Phon,40,0.25139272
S26,Kumar,Silhoutte_Score_Phon,41,0.22486165
S26,Kumar,Silhoutte_Score_Phon,42,0.15743728
S26,Kumar,Silhoutte_Score_Phon,43,0.21501198
S26,Kumar,Silhoutte_Score_Phon,44,0.1565936
S26,Kumar,Silhoutte_Score_Phon,45,0.21119079
S26,Kumar,Silhoutte_Score_Phon,46,0.17158346
S26,Kumar,Silhoutte_Score_Phon,47,0.18393509
S26,Kumar,Silhoutte_Score_Phon,48,0.21302724
S26,Kumar,Silhoutte_Score_Phon,49,0.2512947
S26,Kumar,Silhoutte_Score_Phon,50,0.21310346
S26,Kumar,Silhoutte_Score_PhonGrp,1,0.07464802
S26,Kumar,Silhoutte_Score_PhonGrp,2,0.15960921
S26,Kumar,Silhoutte_Score_PhonGrp,3,0.21906765
S26,Kumar,Silhoutte_Score_PhonGrp,4,0.16476904
S26,Kumar,Silhoutte_Score_PhonGrp,5,0.17362274
S26,Kumar,Silhoutte_Score_PhonGrp,6,0.21127772
S26,Kumar,Silhoutte_Score_PhonGrp,7,0.15846832
S26,Kumar,Silhoutte_Score_PhonGrp,8,0.18446285
S26,Kumar,Silhoutte_Score_PhonGrp,9,0.16515468
S26,Kumar,Silhoutte_Score_PhonGrp,10,0.15878911
S26,Kumar,Silhoutte_Score_PhonGrp,11,0.10947281
S26,Kumar,Silhoutte_Score_PhonGrp,12,0.17745012
S26,Kumar,Silhoutte_Score_PhonGrp,13,0.17749622
S26,Kumar,Silhoutte_Score_PhonGrp,14,0.15891387
S26,Kumar,Silhoutte_Score_PhonGrp,15,0.16882616
S26,Kumar,Silhoutte_Score_PhonGrp,16,0.17466353
S26,Kumar,Silhoutte_Score_PhonGrp,17,0.16053064
S26,Kumar,Silhoutte_Score_PhonGrp,18,0.22586556
S26,Kumar,Silhoutte_Score_PhonGrp,19,0.17051177
S26,Kumar,Silhoutte_Score_PhonGrp,20,0.17906067
S26,Kumar,Silhoutte_Score_PhonGrp,21,0.23041788
S26,Kumar,Silhoutte_Score_PhonGrp,22,0.17093393
S26,Kumar,Silhoutte_Score_PhonGrp,23,0.16762228
S26,Kumar,Silhoutte_Score_PhonGrp,24,0.20004164
S26,Kumar,Silhoutte_Score_PhonGrp,25,0.1050007
S26,Kumar,Silhoutte_Score_PhonGrp,26,0.17615253
S26,Kumar,Silhoutte_Score_PhonGrp,27,0.1620946
S26,Kumar,Silhoutte_Score_PhonGrp,28,0.1472908
S26,Kumar,Silhoutte_Score_PhonGrp,29,0.16394807
S26,Kumar,Silhoutte_Score_PhonGrp,30,0.14749886
S26,Kumar,Silhoutte_Score_PhonGrp,31,0.12795725
S26,Kumar,Silhoutte_Score_PhonGrp,32,0.16053903
S26,Kumar,Silhoutte_Score_PhonGrp,33,0.18648113
S26,Kumar,Silhoutte_Score_PhonGrp,34,0.17281336
S26,Kumar,Silhoutte_Score_PhonGrp,35,0.1595804
S26,Kumar,Silhoutte_Score_PhonGrp,36,0.1566419
S26,Kumar,Silhoutte_Score_PhonGrp,37,0.16119425
S26,Kumar,Silhoutte_Score_PhonGrp,38,0.19489613
S26,Kumar,Silhoutte_Score_PhonGrp,39,0.15897545
S26,Kumar,Silhoutte_Score_PhonGrp,40,0.2016117
S26,Kumar,Silhoutte_Score_PhonGrp,41,0.18058053
S26,Kumar,Silhoutte_Score_PhonGrp,42,0.16543576
S26,Kumar,Silhoutte_Score_PhonGrp,43,0.18426123
S26,Kumar,Silhoutte_Score_PhonGrp,44,0.18980488
S26,Kumar,Silhoutte_Score_PhonGrp,45,0.17716852
S26,Kumar,Silhoutte_Score_PhonGrp,46,0.17497848
S26,Kumar,Silhoutte_Score_PhonGrp,47,0.1594061
S26,Kumar,Silhoutte_Score_PhonGrp,48,0.13521715
S26,Kumar,Silhoutte_Score_PhonGrp,49,0.1607775
S26,Kumar,Silhoutte_Score_PhonGrp,50,0.24104492
S26,Kumar,Silhoutte_Score_PhonType,1,0.07879241
S26,Kumar,Silhoutte_Score_PhonType,2,0.3020628
S26,Kumar,Silhoutte_Score_PhonType,3,0.31434712
S26,Kumar,Silhoutte_Score_PhonType,4,0.30179435
S26,Kumar,Silhoutte_Score_PhonType,5,0.3007853
S26,Kumar,Silhoutte_Score_PhonType,6,0.3099484
S26,Kumar,Silhoutte_Score_PhonType,7,0.3021341
S26,Kumar,Silhoutte_Score_PhonType,8,0.30279508
S26,Kumar,Silhoutte_Score_PhonType,9,0.3080137
S26,Kumar,Silhoutte_Score_PhonType,10,0.30332497
S26,Kumar,Silhoutte_Score_PhonType,11,0.106935754
S26,Kumar,Silhoutte_Score_PhonType,12,0.31044623
S26,Kumar,Silhoutte_Score_PhonType,13,0.3347995
S26,Kumar,Silhoutte_Score_PhonType,14,0.3026722
S26,Kumar,Silhoutte_Score_PhonType,15,0.30463684
S26,Kumar,Silhoutte_Score_PhonType,16,0.31076068
S26,Kumar,Silhoutte_Score_PhonType,17,0.2978697
S26,Kumar,Silhoutte_Score_PhonType,18,0.3209491
S26,Kumar,Silhoutte_Score_PhonType,19,0.30299607
S26,Kumar,Silhoutte_Score_PhonType,20,0.34358177
S26,Kumar,Silhoutte_Score_PhonType,21,0.3179216
S26,Kumar,Silhoutte_Score_PhonType,22,0.17683612
S26,Kumar,Silhoutte_Score_PhonType,23,0.3109868
S26,Kumar,Silhoutte_Score_PhonType,24,0.26103926
S26,Kumar,Silhoutte_Score_PhonType,25,0.12501942
S26,Kumar,Silhoutte_Score_PhonType,26,0.3018631
S26,Kumar,Silhoutte_Score_PhonType,27,0.3003574
S26,Kumar,Silhoutte_Score_PhonType,28,0.29708314
S26,Kumar,Silhoutte_Score_PhonType,29,0.3052707
S26,Kumar,Silhoutte_Score_PhonType,30,0.29047078
S26,Kumar,Silhoutte_Score_PhonType,31,0.2793197
S26,Kumar,Silhoutte_Score_PhonType,32,0.30151102
S26,Kumar,Silhoutte_Score_PhonType,33,0.20539787
S26,Kumar,Silhoutte_Score_PhonType,34,0.3049371
S26,Kumar,Silhoutte_Score_PhonType,35,0.30273545
S26,Kumar,Silhoutte_Score_PhonType,36,0.24148789
S26,Kumar,Silhoutte_Score_PhonType,37,0.29881206
S26,Kumar,Silhoutte_Score_PhonType,38,0.2717393
S26,Kumar,Silhoutte_Score_PhonType,39,0.30285093
S26,Kumar,Silhoutte_Score_PhonType,40,0.2998456
S26,Kumar,Silhoutte_Score_PhonType,41,0.3023727
S26,Kumar,Silhoutte_Score_PhonType,42,0.29069015
S26,Kumar,Silhoutte_Score_PhonType,43,0.18550564
S26,Kumar,Silhoutte_Score_PhonType,44,0.20527141
S26,Kumar,Silhoutte_Score_PhonType,45,0.27680185
S26,Kumar,Silhoutte_Score_PhonType,46,0.31058702
S26,Kumar,Silhoutte_Score_PhonType,47,0.30052087
S26,Kumar,Silhoutte_Score_PhonType,48,0.24251358
S26,Kumar,Silhoutte_Score_PhonType,49,0.36090657
S26,Kumar,Silhoutte_Score_PhonType,50,0.3127988
S26,MFA,Silhouette_Score_PhonChance,1,0.024493122
S26,MFA,Silhouette_Score_PhonChance,2,0.10219928
S26,MFA,Silhouette_Score_PhonChance,3,0.0603425
S26,MFA,Silhouette_Score_PhonChance,4,0.17867674
S26,MFA,Silhouette_Score_PhonChance,5,0.08063291
S26,MFA,Silhouette_Score_PhonChance,6,0.1284535
S26,MFA,Silhouette_Score_PhonChance,7,0.06510362
S26,MFA,Silhouette_Score_PhonChance,8,0.05792278
S26,MFA,Silhouette_Score_PhonChance,9,0.07360928
S26,MFA,Silhouette_Score_PhonChance,10,0.060301337
S26,MFA,Silhouette_Score_PhonChance,11,0.086886
S26,MFA,Silhouette_Score_PhonChance,12,0.09302321
S26,MFA,Silhouette_Score_PhonChance,13,0.033890978
S26,MFA,Silhouette_Score_PhonChance,14,0.08306485
S26,MFA,Silhouette_Score_PhonChance,15,0.07511595
S26,MFA,Silhouette_Score_PhonChance,16,0.06330335
S26,MFA,Silhouette_Score_PhonChance,17,0.028994635
S26,MFA,Silhouette_Score_PhonChance,18,0.036571212
S26,MFA,Silhouette_Score_PhonChance,19,0.077471174
S26,MFA,Silhouette_Score_PhonChance,20,0.10847556
S26,MFA,Silhouette_Score_PhonChance,21,0.06760276
S26,MFA,Silhouette_Score_PhonChance,22,0.050560623
S26,MFA,Silhouette_Score_PhonChance,23,0.079209454
S26,MFA,Silhouette_Score_PhonChance,24,0.053748023
S26,MFA,Silhouette_Score_PhonChance,25,0.14795363
S26,MFA,Silhouette_Score_PhonChance,26,0.056615587
S26,MFA,Silhouette_Score_PhonChance,27,0.041494787
S26,MFA,Silhouette_Score_PhonChance,28,0.06385779
S26,MFA,Silhouette_Score_PhonChance,29,0.123391695
S26,MFA,Silhouette_Score_PhonChance,30,0.07590092
S26,MFA,Silhouette_Score_PhonChance,31,0.032529265
S26,MFA,Silhouette_Score_PhonChance,32,0.07835771
S26,MFA,Silhouette_Score_PhonChance,33,0.06549661
S26,MFA,Silhouette_Score_PhonChance,34,0.048006643
S26,MFA,Silhouette_Score_PhonChance,35,0.089935504
S26,MFA,Silhouette_Score_PhonChance,36,0.0392655
S26,MFA,Silhouette_Score_PhonChance,37,0.06105067
S26,MFA,Silhouette_Score_PhonChance,38,0.0863593
S26,MFA,Silhouette_Score_PhonChance,39,0.107343175
S26,MFA,Silhouette_Score_PhonChance,40,0.04976976
S26,MFA,Silhouette_Score_PhonChance,41,0.032535333
S26,MFA,Silhouette_Score_PhonChance,42,0.047678538
S26,MFA,Silhouette_Score_PhonChance,43,0.08754813
S26,MFA,Silhouette_Score_PhonChance,44,0.08120334
S26,MFA,Silhouette_Score_PhonChance,45,0.08060359
S26,MFA,Silhouette_Score_PhonChance,46,0.06366512
S26,MFA,Silhouette_Score_PhonChance,47,0.10054976
S26,MFA,Silhouette_Score_PhonChance,48,0.087213114
S26,MFA,Silhouette_Score_PhonChance,49,0.11553599
S26,MFA,Silhouette_Score_PhonChance,50,0.054064818
S26,MFA,Silhoutte_Score_Phon,1,0.27001214
S26,MFA,Silhoutte_Score_Phon,2,0.1749125
S26,MFA,Silhoutte_Score_Phon,3,0.1622937
S26,MFA,Silhoutte_Score_Phon,4,0.16794196
S26,MFA,Silhoutte_Score_Phon,5,0.15929362
S26,MFA,Silhoutte_Score_Phon,6,0.18906921
S26,MFA,Silhoutte_Score_Phon,7,0.24189302
S26,MFA,Silhoutte_Score_Phon,8,0.2769738
S26,MFA,Silhoutte_Score_Phon,9,0.2015522
S26,MFA,Silhoutte_Score_Phon,10,0.29977694
S26,MFA,Silhoutte_Score_Phon,11,0.13269773
S26,MFA,Silhoutte_Score_Phon,12,0.27647132
S26,MFA,Silhoutte_Score_Phon,13,0.13616915
S26,MFA,Silhoutte_Score_Phon,14,0.17707229
S26,MFA,Silhoutte_Score_Phon,15,0.18561274
S26,MFA,Silhoutte_Score_Phon,16,0.16745026
S26,MFA,Silhoutte_Score_Phon,17,0.11884193
S26,MFA,Silhoutte_Score_Phon,18,0.13750906
S26,MFA,Silhoutte_Score_Phon,19,0.1623545
S26,MFA,Silhoutte_Score_Phon,20,0.20237945
S26,MFA,Silhoutte_Score_Phon,21,0.17244475
S26,MFA,Silhoutte_Score_Phon,22,0.15689473
S26,MFA,Silhoutte_Score_Phon,23,0.21990156
S26,MFA,Silhoutte_Score_Phon,24,0.1539936
S26,MFA,Silhoutte_Score_Phon,25,0.16550158
S26,MFA,Silhoutte_Score_Phon,26,0.15896706
S26,MFA,Silhoutte_Score_Phon,27,0.24006863
S26,MFA,Silhoutte_Score_Phon,28,0.15941517
S26,MFA,Silhoutte_Score_Phon,29,0.16724505
S26,MFA,Silhoutte_Score_Phon,30,0.19023736
S26,MFA,Silhoutte_Score_Phon,31,0.14370668
S26,MFA,Silhoutte_Score_Phon,32,0.16162145
S26,MFA,Silhoutte_Score_Phon,33,0.27383256
S26,MFA,Silhoutte_Score_Phon,34,0.16522542
S26,MFA,Silhoutte_Score_Phon,35,0.17632478
S26,MFA,Silhoutte_Score_Phon,36,0.2527899
S26,MFA,Silhoutte_Score_Phon,37,0.16007416
S26,MFA,Silhoutte_Score_Phon,38,0.15751122
S26,MFA,Silhoutte_Score_Phon,39,0.14444762
S26,MFA,Silhoutte_Score_Phon,40,0.16678232
S26,MFA,Silhoutte_Score_Phon,41,0.16975103
S26,MFA,Silhoutte_Score_Phon,42,0.16410498
S26,MFA,Silhoutte_Score_Phon,43,0.17928314
S26,MFA,Silhoutte_Score_Phon,44,0.16096453
